ID_MEDICAMENTO,DESCRIPCION,Laboratorio,Condicion_Venta,PRECIO_UNITARIO,FechaCompra,FechaCaducidad,Porcentaje_Efectividad,INVENTARIO
1415,"VISIDIC SOLUCIÓN OFTÁLMICA 1,4%",LABORATORIO CHILE S.A.,Directa, $47.840,09-05-2020,15-11-2024,81%,36
1416,NOSCAPINA COMPRIMIDOS 20 mg,LABORATORIOS FASA S.A.,Directa, $22.889,17-01-2021,13-05-2026,90%,23
1417,NOSCAPINA JARABE 5 mg/5 mL,LABORATORIOS FASA S.A.,Directa, $29.870,02-02-2021,16-04-2027,92%,44
1418,FEBRICOL SUSPENSIÓN ORAL 100 mg/5 mL,BESTPHARMA S.A.,Directa, $19.112,15-12-2019,10-04-2027,85%,56
1419,"FLUORENCIL 180, GEL DENTAL",LABORATORIOS RIDER LTDA.,Directa, $39.341,21-09-2020,06-12-2025,87%,80
1420,NITRATO DE POTASIO 5% PASTA DENTAL,LABORATORIOS RIDER LTDA.,Directa, $31.289,08-07-2020,18-08-2026,100%,40
1421,"FLUORENCIL 250, PASTA  DENTAL",LABORATORIOS RIDER LTDA.,Directa, $75.021,21-01-2021,15-11-2024,92%,78
1422,DIGENIL-B CÁPSULAS,LABORATORIOS SAVAL S.A.,Directa, $86.554,06-06-2020,13-05-2026,80%,72
1423,PROCTOPLEX SUPOSITORIOS,LABORATORIO ESPECIALIDADES FARMACEUTICAS KNOP S.A.,Directa, $65.751,22-03-2020,16-04-2027,81%,33
1424,TAPSIN SIN CAFEÍNA CON CLORFENAMINA NOCTURNO COMPRIMIDOS,LABORATORIO MAVER S.A.,Directa, $10.721,01-04-2022,10-04-2027,90%,49
1425,CARBOCISTEÍNA CÁPSULAS 375 mg,LABORATORIOS FASA S.A.,Directa, $68.091,05-02-2021,06-12-2025,94%,8
1426,MULTAMIN C COMPRIMIDOS MASTICABLES 500 mg,LABORATORIOS FASA S.A.,Directa, $43.024,01-09-2021,18-08-2026,96%,45
1427,LAXAMALT CÁPSULAS BLANDAS,LABORATORIOS FASA S.A.,Directa, $23.992,23-08-2020,15-11-2024,84%,80
1428,XINTUS JARABE ADULTOS 30 mg/5 mL,LABORATORIOS FASA S.A.,Directa, $68.232,02-05-2020,13-05-2026,97%,43
1429,XINTUS INFANTIL JARABE 15 mg/5 mL,LABORATORIOS FASA S.A.,Directa, $62.948,13-12-2019,16-04-2027,86%,94
1430,"BETACAROTENO CÁPSULAS BLANDAS 1,8 mg",LABORATORIOS FASA S.A.,Directa, $55.455,04-09-2021,10-04-2027,85%,88
1431,COLPURIL SHAMPOO PEDICULICIDA,LABORATORIOS FASA S.A.,Directa, $46.884,09-01-2022,06-12-2025,82%,77
1432,"OCTICAIR SOLUCIÓN OFTÁLMICA 0,5 mg/mL",LABORATORIOS FASA S.A.,Directa, $87.955,26-04-2020,18-08-2026,95%,95
1433,FASAMOL COMPRIMIDOS MASTICABLES 80 mg,LABORATORIOS FASA S.A.,Directa, $84.780,23-02-2022,15-11-2024,80%,38
1434,TONYMYL JARABE,LABORATORIOS FASA S.A.,Directa, $47.001,06-05-2020,13-05-2026,96%,31
1435,IBUFAS - T SUSPENSIÓN ORAL 100 mg/5 mL,LABORATORIOS FASA S.A.,Directa, $79.235,29-05-2020,16-04-2027,93%,33
1436,DOMINAL MX COMPRIMIDOS RECUBIERTOS,LABORATORIO CHILE S.A.,Directa, $57.472,05-12-2019,10-04-2027,83%,38
1437,PARACETAMOL COMPRIMIDOS 500 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $86.809,10-10-2020,06-12-2025,96%,100
1438,PARACETAMOL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,BESTPHARMA S.A.,Directa, $71.963,22-03-2020,18-08-2026,81%,53
1439,PARACETAMOL + MEPIRAMINA MALEATO + PAMABRON COMPRIMIDOS,INSTITUTO SANITAS S.A.,Directa, $82.114,22-05-2022,15-11-2024,84%,2
1440,DIGENIL CÁPSULAS,LABORATORIOS SAVAL S.A.,Directa, $78.424,29-01-2020,13-05-2026,94%,23
1441,HIDRÓXIDO DE ALUMINIO COMPRIMIDOS MASTICABLES 500 mg,MINTLAB  CO. S.A.,Directa, $82.760,27-02-2022,16-04-2027,93%,60
1442,MAG-TAB COMPRIMIDOS DE LIBERACIÓN PROLONGADA 85 mg,LABORATORIOS RIDER LTDA.,Directa, $74.898,07-05-2020,10-04-2027,92%,27
1443,PAROGENCYL BI-ACTIF PASTA DENTAL SABOR MENTA,LABORATORIOS RIDER LTDA.,Directa, $54.890,03-03-2021,06-12-2025,91%,95
1444,PARACETAMOL COMPRIMIDOS MASTICABLES 325 mg,BESTPHARMA S.A.,Directa, $30.862,12-11-2021,18-08-2026,91%,95
1445,PIRONAL FORTE SUSPENSIÓN ORAL 200 mg/5 mL,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $40.163,26-09-2020,15-11-2024,94%,93
1446,BLISPROTEX CREMA DÉRMICA,LABORATORIOS RIDER LTDA.,Directa, $71.702,10-05-2020,13-05-2026,80%,12
1447,IBUPIRAC 100 mg/5 mL SUSPENSIÓN ORAL,CHEMOPHARMA  S.A.,Directa, $53.802,27-02-2021,16-04-2027,85%,19
1448,IBUPROFENO 5% CREMA,CHEMOPHARMA  S.A.,Directa, $40.572,03-05-2020,10-04-2027,90%,97
1449,DECAMETRINA/PIPERONIL BUTÓXIDO LOCIÓN,CHEMOPHARMA  S.A.,Directa, $75.010,24-03-2022,06-12-2025,80%,48
1450,DECAMETRINA/PIPERONIL BUTÓXIDO SHAMPOO,CHEMOPHARMA  S.A.,Directa, $66.463,10-05-2020,18-08-2026,84%,77
1451,"DECAMETRINA SHAMPOO Y LOCIÓN 0,02%",CHEMOPHARMA  S.A.,Directa, $47.422,10-09-2021,15-11-2024,89%,87
1452,"SIPIRAC GEL 1,16%",CHEMOPHARMA  S.A.,Directa, $50.843,08-04-2020,13-05-2026,93%,33
1453,VANTUX CÁPSULAS,ALPES CHEMIE S.A.,Directa, $36.157,08-09-2020,16-04-2027,85%,32
1454,ÁCIDO ASCÓRBICO COMPRIMIDOS MASTICABLES 100 mg,BESTPHARMA S.A.,Directa, $26.411,28-08-2020,10-04-2027,98%,97
1455,"ALCOHOL POLIVINÍLICO SOLUCIÓN OFTÁLMICA 1,4%",INSTITUTO SANITAS S.A.,Directa, $23.546,04-04-2022,06-12-2025,90%,33
1456,"BABY ORAJEL GEL TÓPICO BUCAL AL 7,5%",INSTITUTO SANITAS S.A.,Directa, $84.978,29-02-2020,18-08-2026,86%,40
1457,"BABY ORAJEL SOLUCIÓN TÓPICA BUCAL AL 7,5%",INSTITUTO SANITAS S.A.,Directa, $28.239,21-02-2022,15-11-2024,87%,46
1458,BUCOSEPTIL 5 mg COMPRIMIDOS,INSTITUTO SANITAS S.A.,Directa, $58.284,03-01-2022,13-05-2026,87%,91
1459,"BUCOSEPTIL COLUTORIO 0,2%",INSTITUTO SANITAS S.A.,Directa, $88.678,13-02-2022,16-04-2027,86%,67
1460,ACEITE DE HÍGADO DE BACALAO CON ÓXIDO DE ZINC CREMA,INSTITUTO SANITAS S.A.,Directa, $43.040,06-11-2020,10-04-2027,87%,13
1461,PIOFIN COMPUESTO LOCIÓN,INSTITUTO SANITAS S.A.,Directa, $34.790,12-11-2021,06-12-2025,90%,92
1462,ETOFENAMATO GEL 5%,INSTITUTO SANITAS S.A.,Directa, $42.971,24-04-2021,18-08-2026,98%,45
1463,KLINER SOLUCIÓN OFTÁLMICA,INSTITUTO SANITAS S.A.,Directa, $60.409,03-03-2021,16-04-2027,95%,36
1464,HIDRÓXIDO DE ALUMINIO COMPRIMIDOS 500 mg,INSTITUTO SANITAS S.A.,Directa, $66.159,25-10-2021,10-04-2027,97%,2
1465,HIDRÓXIDO DE ALUMINIO SUSPENSIÓN 6%,INSTITUTO SANITAS S.A.,Directa, $48.606,04-07-2021,06-12-2025,97%,3
1466,PARACETAMOL INFANTIL COMPRIMIDOS MASTICABLES 80 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $71.285,14-03-2020,18-08-2026,99%,7
1467,"KETOPROFENO GEL 2,5%",INSTITUTO SANITAS S.A.,Directa, $84.639,02-05-2021,15-11-2024,86%,24
1468,"GENTEAL SOLUCIÓN OFTÁLMICA 0,3%",ALCON LABORATORIOS  CHILE  LTDA.,Directa, $23.924,22-11-2021,13-05-2026,84%,59
1469,LUBRICANTE OCULAR UNGÜENTO OFTÁLMICO,INSTITUTO SANITAS S.A.,Directa, $74.339,03-04-2021,16-04-2027,93%,4
1470,NAPROXENO GEL TÓPICO 10%,INSTITUTO SANITAS S.A.,Directa, $82.257,15-06-2021,10-04-2027,93%,62
1471,ORAJEL GEL TÓPICO 10%,INSTITUTO SANITAS S.A.,Directa, $33.719,13-04-2021,06-12-2025,88%,93
1472,PERMETRINA SHAMPOO 1%,INSTITUTO SANITAS S.A.,Directa, $15.225,28-11-2020,18-08-2026,96%,73
1473,PIOFIN COMPUESTO SHAMPOO,INSTITUTO SANITAS S.A.,Directa, $38.625,26-10-2020,15-11-2024,84%,17
1474,"PIROXICAM GEL 0,5%",INSTITUTO SANITAS S.A.,Directa, $16.331,04-05-2021,13-05-2026,85%,76
1475,"TETRIZOLINA CLORHIDRATO SOLUCIÓN OFTÁLMICA  0,05%",INSTITUTO SANITAS S.A.,Directa, $18.265,19-10-2021,16-04-2027,94%,52
1476,TOLNAFTATO CREMA TÓPICA 1%,INSTITUTO SANITAS S.A.,Directa, $40.096,24-09-2020,10-04-2027,93%,17
1477,TOLNAFTATO SOLUCIÓN TÓPICA 1%,INSTITUTO SANITAS S.A.,Directa, $66.020,11-07-2021,06-12-2025,82%,64
1478,CARBOCISTEINA JARABE INFANTIL 100 mg/5 mL,LABORATORIOS FASA S.A.,Directa, $79.391,16-12-2021,18-08-2026,91%,37
1479,CARBOCISTEINA JARABE ADULTO 250 mg/5 mL,LABORATORIOS FASA S.A.,Directa, $74.477,04-02-2022,15-11-2024,99%,39
1480,SPORTGEL AROMA MENTOL GEL TÓPICO 5%,LABORATORIOS SAVAL S.A.,Directa, $39.941,13-05-2022,13-05-2026,96%,97
1481,KILNITS MOUSSE ESPUMA CAPILAR 1%,LABORATORIOS ANDRÓMACO S.A.,Directa, $74.338,12-01-2020,16-04-2027,91%,17
1482,PRURIX LOCIÓN TÓPICA,LABORATORIOS STIEFEL DE CHILE Y CIA. LTDA.,Directa, $49.516,03-07-2021,10-04-2027,91%,35
1483,ZNP CHAMPÚ,LABORATORIOS STIEFEL DE CHILE Y CIA. LTDA.,Directa, $50.495,01-06-2021,06-12-2025,99%,29
1484,GESIDOL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,MEDIPHARM LTDA.,Directa, $35.759,20-11-2020,18-08-2026,86%,1
1485,ELCAL FORTE CÁPSULAS 450 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $50.931,29-01-2022,15-11-2024,98%,66
1486,ELCAL-D FORTE CÁPSULAS,LABORATORIOS ANDRÓMACO S.A.,Directa, $66.943,04-02-2022,13-05-2026,91%,98
1487,PERIDENT GEL DENTAL 1%,MASTER CARE S.A.,Directa, $29.446,16-05-2020,16-04-2027,93%,94
1488,FUNGAX POLVO DÉRMICO,FARMACÉUTICA MED - CELL  LTDA.,Directa, $38.747,27-06-2021,10-04-2027,85%,21
1489,PARACETAMOL SUPOSITORIOS 125 mg,OPKO CHILE S.A.,Directa, $51.802,12-02-2020,06-12-2025,99%,19
1490,CALCIO MAGNESIO ZINC COMPRIMIDOS,LABORATORIOS FASA S.A.,Directa, $68.666,08-01-2022,18-08-2026,94%,38
1491,FIBRIPSYLL POLVO PARA SOLUCIÓN ORAL,LABORATORIOS FASA S.A.,Directa, $13.442,19-12-2019,15-11-2024,83%,25
1492,"VITAMINA B1,B6,B12, ÁCIDO FÓLICO Y RIBOFLAVINA CÁPSULAS BLANDAS",LABORATORIOS FASA S.A.,Directa, $44.944,20-10-2020,13-05-2026,100%,56
1493,IBUPIRAC FORTE SUSPENSIÓN ORAL 200 mg/5 mL,CHEMOPHARMA  S.A.,Directa, $78.354,06-11-2020,16-04-2027,92%,9
1494,LAXAMALT VASELINA LÍQUIDA CON SABOR,LABORATORIOS FASA S.A.,Directa, $82.651,14-09-2021,10-04-2027,82%,89
1495,HEADOL COMPRIMIDOS 500 mg,LABORATORIOS FASA S.A.,Directa, $11.993,29-10-2020,06-12-2025,91%,46
1496,IBUGEL GEL 5%,MASTER CARE S.A.,Directa, $75.328,16-01-2020,18-08-2026,100%,65
1497,PARACETAMOL COMPRIMIDOS 80 mg,LABORATORIOS  EUROMED CHILE S.A.,Directa, $51.966,04-06-2021,15-11-2024,88%,54
1498,METAMIZOL SÓDICO COMPRIMIDOS 300 mg,LABORATORIOS FASA S.A.,Directa, $22.664,03-09-2020,13-05-2026,87%,58
1499,PARACETAMOL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,LABORATORIOS FASA S.A.,Directa, $49.881,30-11-2020,16-04-2027,87%,82
1500,HEPATALGINA SOLUCIÓN PARA GOTAS ORALES,LABORATORIO BIOTOSCANA FARMA LTDA.,Directa, $85.049,02-07-2020,10-04-2027,94%,41
1501,GRANEODIN-TOS PASTILLAS,BRISTOL - MYERS SQUIBB DE CHILE,Directa, $84.468,21-02-2022,06-12-2025,96%,86
1502,POMADA MENTOLADA COMPUESTA BADEN,B Y B FARMACÉUTICA LTDA.,Directa, $63.214,11-02-2021,18-08-2026,89%,83
1503,TRIATOP SHAMPOO 1 mg/mL,JOHNSON & JOHNSON DE CHILE S.A.,Directa, $13.722,14-04-2021,15-11-2024,99%,60
1504,MOVIFLEX SOLUCIÓN TÓPICA 1%,LABORATORIOS SILESIA S.A.,Directa, $40.261,18-04-2020,13-05-2026,97%,65
1505,AB ANTITUSIVO COMPRIMIDOS MASTICABLES,LABORATORIOS SAVAL S.A.,Directa, $12.989,19-08-2020,16-04-2027,100%,31
1506,NICOTEARS GEL OFTÁLMICO,LABORATORIOS SAVAL S.A.,Directa, $85.117,15-04-2022,10-04-2027,81%,70
1507,NUBILINA SOLUCIÓN PARA NEBULIZACIÓN NASAL,LABORATORIOS SAVAL S.A.,Directa, $13.060,07-01-2020,06-12-2025,82%,67
1508,"TALFLEX GEL TÓPICO 2,5 %.",LABORATORIO BAGÓ DE CHILE S.A.,Directa, $28.248,02-11-2020,18-08-2026,88%,42
1509,PIRONAL COMPRIMIDOS 200 mg,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $10.540,11-06-2021,15-11-2024,98%,17
1510,PIRONAL SUSPENSIÓN ORAL 100 mg/5 mL.,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $25.738,31-08-2021,13-05-2026,85%,72
1511,SIDOLEX COMPRIMIDOS 100 mg,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $80.987,02-03-2020,16-04-2027,85%,19
1512,"HYDRATIN GEL TÓPICO 0,5%",LABORATORIOS PRATER S.A.,Directa, $46.339,12-10-2020,10-04-2027,86%,78
1513,BARALGINA M JARABE 250 mg/5 mL,SANOFI-AVENTIS DE CHILE S.A.,Directa, $39.072,04-04-2021,06-12-2025,81%,1
1514,ANTIAX FORTE SUSPENSIÓN,LABORATORIOS SAVAL S.A.,Directa, $83.952,08-09-2020,18-08-2026,88%,91
1515,EUROGESIC INFANTIL COMPRIMIDOS RECUBIERTOS 100 mg,EUROLAB LTDA.,Directa, $60.921,03-02-2020,15-11-2024,89%,87
1516,EUROGESIC ADULTO COMPRIMIDOS RECUBIERTOS 275 mg,EUROLAB LTDA.,Directa, $67.352,13-07-2020,13-05-2026,87%,34
1517,EUROGESIC GEL TÓPICO 10%,EUROLAB LTDA.,Directa, $19.662,10-03-2021,16-04-2027,83%,39
1518,EUROGESIC INFANTIL SUPOSITORIOS 50 mg,EUROLAB LTDA.,Directa, $58.378,29-04-2020,10-04-2027,100%,97
1519,TIFEN FORTE SUSPENSIÓN ORAL 200 mg/5 mL,LABORATORIOS ANDRÓMACO S.A.,Directa, $20.327,25-05-2022,06-12-2025,92%,97
1520,IBUFAS - T FORTE SUSPENSIÓN ORAL 200 mg/5 mL,LABORATORIOS FASA S.A.,Directa, $64.092,30-05-2020,18-08-2026,83%,21
1521,"BENZOCAÍNA GEL BUCAL 7,5%",LABORATORIOS FASA S.A.,Directa, $54.855,11-11-2020,15-11-2024,96%,35
1522,"BELDENT GEL BUCAL 7,5%",LABORATORIO CHILE S.A.,Directa, $78.501,01-01-2022,13-05-2026,96%,19
1523,CALCIMIN GRANULADO 10%,MINTLAB CO. S.A.,Directa, $18.774,19-03-2022,16-04-2027,80%,5
1524,GENIOL  COMPRIMIDOS MASTICABLES 80 mg,MINTLAB CO. S.A.,Directa, $12.653,05-10-2021,10-04-2027,84%,56
1525,PARACETAMOL JARABE 120 mg/5 mL,BESTPHARMA S.A.,Directa, $51.078,13-03-2022,06-12-2025,97%,24
1526,FLAXIA COMPRIMIDOS RECUBIERTOS 44 mg,LABORATORIO CHILE S.A.,Directa, $61.743,31-12-2019,18-08-2026,91%,6
1527,METAMIZOL SÓDICO SUPOSITORIOS 250 mg,MINTLAB CO. S.A.,Directa, $16.904,07-06-2020,15-11-2024,85%,27
1528,METAMIZOL SÓDICO MONOHIDRATO SUPOSITORIOS 500 mg,MINTLAB CO. S.A.,Directa, $44.108,14-12-2020,13-05-2026,95%,87
1529,NAPROXENO SÓDICO COMPRIMIDOS RECUBIERTOS 100 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $14.450,01-03-2021,16-04-2027,100%,7
1530,NAPROXENO SÓDICO COMPRIMIDOS RECUBIERTOS 275 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $75.628,18-01-2020,10-04-2027,94%,22
1531,PYRIPED SUSPENSIÓN ORAL 100 mg/5 mL,MINTLAB  CO. S.A.,Directa, $64.502,15-07-2021,06-12-2025,94%,3
1532,SASTID JABÓN,LABORATORIOS STIEFEL DE CHILE Y CIA. LTDA.,Directa, $76.349,15-11-2020,18-08-2026,85%,93
1533,ADVIL SUSPENSIÓN ORAL 100 mg/5 mL,LABORATORIOS WYETH LLC.,Directa, $51.187,05-01-2021,15-11-2024,94%,0
1534,CLORURO DE BENZALCONIO - LIDOCAÍNA SOLUCIÓN PARA ATOMIZAR,DROGUERIA HOFMANN S.A.C.,Directa, $82.644,16-04-2020,13-05-2026,80%,64
1535,CHAMOMILLA TINTURA MADRE SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $49.989,10-03-2020,16-04-2027,98%,11
1536,"GINSENG T.M., SOLUCIÓN PARA GOTAS ORALES",KNOP LABORATORIOS S.A.,Directa, $32.694,25-10-2020,10-04-2027,91%,57
1537,IGNATIA D6 SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $54.182,04-05-2020,06-12-2025,95%,81
1538,ADONIS COMPUESTO SOLUCIÓN ORAL PARA GOTAS,HOMEOPATÍA ALEMANA KNOP LTDA.,Directa, $16.470,16-01-2020,18-08-2026,93%,41
1539,CANTHARIS COMPUESTO SOLUCIÓN ORAL PARA GOTAS,KNOP LABORATORIOS S.A.,Directa, $30.347,31-07-2021,16-04-2027,80%,84
1540,CARDUUS COMPUESTO SOLUCIÓN,KNOP LABORATORIOS S.A.,Directa, $61.079,28-02-2021,10-04-2027,84%,55
1541,SIMILIBUS GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $80.274,05-08-2021,06-12-2025,81%,14
1542,POPULUS COMPUESTO SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $21.717,23-07-2021,18-08-2026,86%,34
1543,SALVIA OFFICINALIS COMPUESTA SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $89.563,09-05-2022,15-11-2024,81%,89
1544,FORMULA II ESPECIAL SOLUCIÓN PARA GOTAS ORALES,KNOP LABORATORIOS S.A.,Directa, $47.438,19-04-2021,13-05-2026,88%,13
1545,GLÓBULOS COMPLEJOS 131,KNOP LABORATORIOS S.A.,Directa, $78.061,07-02-2020,16-04-2027,93%,17
1546,GLÓBULOS COMPLEJOS 158,KNOP LABORATORIOS S.A.,Directa, $65.352,16-02-2020,10-04-2027,93%,27
1547,TALCO CALENDULADO POLVO,KNOP LABORATORIOS S.A.,Directa, $75.356,24-07-2021,06-12-2025,98%,3
1548,"ACIDUM PHOSPHORICUM COMPUESTO, SOLUCIÓN PARA GOTAS ORALES N°35",ALS DISTRIBUIDORA LTDA.,Directa, $49.162,15-07-2020,18-08-2026,93%,1
1549,"AESCULUS COMPUESTO, SOLUCIÓN PARA GOTAS ORALES N° 23",ALS DISTRIBUIDORA LTDA.,Directa, $74.020,15-05-2020,15-11-2024,83%,18
1550,"ARUM TRIPHYLLUM COMPUESTO, SOLUCIÓN PARA GOTAS ORALES N° 38",ALS DISTRIBUIDORA LTDA.,Directa, $76.515,03-10-2020,13-05-2026,82%,20
1551,"ALÚMINA COMPUESTA, SOLUCIÓN PARA GOTAS ORALES N° 9",ALS DISTRIBUIDORA LIMITADA,Directa, $38.111,14-02-2020,16-04-2027,95%,42
1552,"ALOE COMPUESTO, SOLUCIÓN PARA  GOTAS ORALES Nº1",ALS DISTRIBUIDORA LIMITADA,Directa, $59.249,07-02-2022,10-04-2027,81%,11
1553,SORBET SOLUCIÓN PARA GOTAS ORALES,ALS DISTRIBUIDORA LIMITADA,Directa, $45.108,07-07-2020,06-12-2025,87%,63
1554,"CLEMATIS COMPUESTO, SOLUCIÓN PARA GOTAS ORALES Nº10",ALS DISTRIBUIDORA LIMITADA,Directa, $52.426,08-09-2020,18-08-2026,84%,30
1555,"CYCLAMEN COMPUESTO, SOLUCIÓN PARA GOTAS ORALES Nº36",ALS DISTRIBUIDORA LIMITADA,Directa, $62.521,30-10-2021,15-11-2024,87%,82
1556,"HELONIAS COMPUESTA, SOLUCIÓN PARA GOTAS ORALES Nº27",ALS DISTRIBUIDORA LIMITADA,Directa, $29.074,07-05-2022,13-05-2026,93%,60
1557,HEPATOXIL-LARRAZE SOLUCIÓN ORAL PARA GOTAS,ALS DISTRIBUIDORA LIMITADA,Directa, $18.875,20-10-2021,16-04-2027,96%,20
1558,"HYPERICUM COMPUESTO, SOLUCIÓN PARA GOTAS ORALES N°14",ALS DISTRIBUIDORA LTDA.,Directa, $21.603,02-09-2020,10-04-2027,94%,39
1559,"IPECACUANHA COMPUESTA, SOLUCIÓN PARA GOTAS ORALES",ALS DISTRIBUIDORA LIMITADA,Directa, $81.650,11-01-2020,06-12-2025,86%,42
1560,"LACHESIS COMPUESTA, SOLUCIÓN PARA GOTAS ORALES Nº 12",ALS DISTRIBUIDORA LIMITADA,Directa, $47.425,19-12-2020,18-08-2026,99%,64
1561,"SARADILLA COMPUESTA, SOLUCIÓN PARA GOTAS ORALES N° 37",ALS DISTRIBUIDORA LIMITADA,Directa, $87.542,29-05-2021,15-11-2024,99%,76
1562,"NATRIUM IODATUM COMPUESTO, SOLUCIÓN PARA GOTAS ORALES Nº29",ALS DISTRIBUIDORA LIMITADA,Directa, $61.631,10-03-2022,13-05-2026,99%,86
1563,"NATRIUM SULFURICUM COMPUESTO, SOLUCIÓN PARA GOTAS ORALES Nº31",ALS DISTRIBUIDORA LIMITADA,Directa, $34.714,10-09-2020,16-04-2027,99%,25
1564,"NUX VOMICA COMPUESTA, SOLUCIÓN PARA GOTAS ORALES Nº7",ALS DISTRIBUIDORA LIMITADA,Directa, $75.748,28-10-2020,10-04-2027,85%,27
1565,"PASSIFLORA COMPUESTA, SOLUCIÓN PARA GOTAS ORALES Nº22",ALS DISTRIBUIDORA LIMITADA,Directa, $40.347,16-04-2022,06-12-2025,90%,100
1566,"PRUNUS COMPUESTO, SOLUCIÓN PARA GOTAS ORALES Nº15",ALS DISTRIBUIDORA LIMITADA,Directa, $87.246,21-04-2022,18-08-2026,87%,50
1567,"SABAL SERRULATA COMPUESTO, SOLUCIÓN PARA GOTAS ORALES Nº30",ALS DISTRIBUIDORA LIMITADA,Directa, $54.062,23-09-2020,15-11-2024,95%,28
1568,"COMPLEJO ARMÓNICO N° 30, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $34.313,10-06-2020,13-05-2026,99%,64
1569,"COMPLEJO ARMÓNICO N° 39, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $88.922,31-01-2022,16-04-2027,100%,3
1570,"COMPLEJO ARMÓNICO N°41, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $15.487,25-04-2020,10-04-2027,95%,95
1571,"COMPLEJO ARMÓNICO N° 43, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $43.442,03-07-2021,06-12-2025,97%,60
1572,"COMPLEJO ARMÓNICO N° 47, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $81.240,27-09-2020,18-08-2026,93%,59
1573,"COMPLEJO ARMÓNICO N° 49, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $83.255,07-10-2020,15-11-2024,80%,70
1574,"COMPLEJO ARMÓNICO N° 52, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $58.223,26-09-2020,13-05-2026,87%,72
1575,"COMPLEJO ARMÓNICO N° 53, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $38.802,27-02-2020,16-04-2027,81%,90
1576,"COMPLEJO ARMÓNICO N° 56, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $26.137,21-06-2020,10-04-2027,92%,22
1577,"COMPLEJO ARMÓNICO N° 60, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $51.294,14-12-2021,06-12-2025,81%,32
1578,"COMPLEJO ARMÓNICO N° 62, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $48.331,24-04-2020,18-08-2026,100%,73
1579,"COMPLEJO ARMÓNICO N° 63, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $84.514,08-01-2022,15-11-2024,97%,67
1580,"COMPLEJO ARMÓNICO N° 64, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $52.345,20-06-2021,13-05-2026,88%,79
1581,"COMPLEJO ARMÓNICO N° 66, SOLUCIÓN PARA GOTAS ORALES",LABORATORIO SEREY S.A.,Directa, $83.038,18-01-2020,16-04-2027,100%,75
1582,GLÓBULOS HOMEOPÁTICOS SIMPLES D3,LABORATORIO SEREY S.A.,Directa, $34.363,24-06-2020,10-04-2027,97%,58
1583,GLÓBULOS HOMEOPÁTICOS SIMPLES D12,LABORATORIO SEREY S.A.,Directa, $52.029,31-01-2022,06-12-2025,89%,94
1584,GLÓBULOS HOMEOPÁTICOS SIMPLES D30,LABORATORIO SEREY S.A.,Directa, $46.533,13-01-2021,18-08-2026,85%,18
1585,GLÓBULOS HOMEOPÁTICOS SIMPLES C30,LABORATORIO SEREY S.A.,Directa, $40.419,10-01-2020,15-11-2024,89%,51
1586,GLÓBULOS HOMEOPÁTICOS SIMPLES C200,LABORATORIO SEREY S.A.,Directa, $39.528,15-08-2020,13-05-2026,100%,20
1587,VENOFIT SOLUCIÓN ORAL PARA GOTAS.,LABORATORIO HOCHSTETTER S.A.,Directa, $34.657,15-02-2021,16-04-2027,84%,62
1588,Nux Vomica-heelaccord Solucion Oral Para Gotas,Productos Farmacéuticos Heel Chile Ltda.,Directa, $11.704,20-04-2021,10-04-2027,82%,74
